"","Date","Game","Attendance","Team","Rank","GB","Day","Streak","WinPitch","LosePitch","Location","Year","Month","Weekday","Weekend"
"875",2014-09-05,141,35541,"PIT",5,13,"D",3,"Melancon","Wright","Home",2014,9,"Friday",FALSE
"876",2014-09-06,142,36867,"PIT",5,14,"D",-1,"Liriano","Doubront","Home",2014,9,"Saturday",FALSE
"877",2014-09-07,143,33894,"PIT",5,15,"D",-2,"Cole","Wood","Home",2014,9,"Sunday",FALSE
"878",2014-09-15,150,33144,"CIN",5,17,"N",-1,"Rondon","Villarreal","Home",2014,9,"Monday",FALSE
"879",2014-09-16,151,33812,"CIN",5,16,"N",1,"Arrieta","Cueto","Home",2014,9,"Tuesday",FALSE
"880",2014-09-17,152,33500,"CIN",5,16,"N",2,"Hendricks","Corcino","Home",2014,9,"Wednesday",FALSE
"881",2014-09-18,153,33649,"LAD",5,17,"N",3,"Rodriguez","Ramirez","Home",2014,9,"Thursday",FALSE
"882",2014-09-19,154,33322,"LAD",5,18,"D",-1,"Kershaw","Jackson","Home",2014,9,"Friday",FALSE
"883",2014-09-20,155,34334,"LAD",5,18,"D",-2,"Grimm","Wilson","Home",2014,9,"Saturday",FALSE
"884",2014-09-21,156,31933,"LAD",5,18,"D",1,"Perez","Turner","Home",2014,9,"Sunday",FALSE
"885",2014-09-22,157,28893,"STL",5,19,"N",-1,"Wainwright","Wood","Home",2014,9,"Monday",FALSE
"886",2014-09-23,158,29754,"STL",5,18,"N",-2,"Rosscup","Neshek","Home",2014,9,"Tuesday",FALSE
"887",2014-09-24,159,33292,"STL",5,17,"N",1,"Arrieta","Lackey","Home",2014,9,"Wednesday",FALSE
"888",2015-04-05,1,35055,"STL",5,1,"N",0,"Wainwright","Lester","Home",2015,4,"Sunday",FALSE
"889",2015-04-08,2,26814,"STL",2,1,"D",-1,"Arrieta","Lynn","Home",2015,4,"Wednesday",FALSE
"890",2015-04-13,6,26390,"CIN",1,-0.5,"N",2,"Rondon","Parra","Home",2015,4,"Monday",FALSE
"891",2015-04-14,7,27525,"CIN",2,0.5,"N",3,"DeSclafani","Arrieta","Home",2015,4,"Tuesday",FALSE
"892",2015-04-15,8,29205,"CIN",1,-0.5,"N",-1,"Wood","Marquis","Home",2015,4,"Wednesday",FALSE
"893",2015-04-17,9,32138,"SDP",2,1,"D",1,"Shields","Schlitter","Home",2015,4,"Friday",FALSE
"894",2015-04-18,10,33958,"SDP",2,1,"D",-1,"Rosscup","Kimbrel","Home",2015,4,"Saturday",FALSE
"895",2015-04-19,11,29113,"SDP",2,2,"D",1,"Cashner","Lester","Home",2015,4,"Sunday",FALSE
"896",2015-04-27,18,29159,"PIT",2,1,"N",2,"Hammel","Worley","Home",2015,4,"Monday",FALSE
"897",2015-04-28,19,29915,"PIT",2,1,"N",3,"Wood","Locke","Home",2015,4,"Tuesday",FALSE
"898",2015-04-29,20,30634,"PIT",2,2,"N",4,"Cole","Hendricks","Home",2015,4,"Wednesday",FALSE
"899",2015-05-01,21,31128,"MIL",2,2.5,"D",-1,"Lester","Peralta","Home",2015,5,"Friday",FALSE
"900",2015-05-02,22,34878,"MIL",2,3.5,"D",1,"Fiers","Arrieta","Home",2015,5,"Saturday",FALSE
"901",2015-05-03,23,33398,"MIL",2,4.5,"D",-1,"Smith","Strop","Home",2015,5,"Sunday",FALSE
"902",2015-05-11,31,32980,"NYM",2,6,"N",-2,"Lester","deGrom","Home",2015,5,"Monday",FALSE
"903",2015-05-12,32,31542,"NYM",2,6,"N",1,"Arrieta","Syndergaard","Home",2015,5,"Tuesday",FALSE
"904",2015-05-13,33,33709,"NYM",2,5,"N",2,"Rondon","Torres","Home",2015,5,"Wednesday",FALSE
"905",2015-05-14,34,31496,"NYM",2,5,"D",3,"Strop","Niese","Home",2015,5,"Thursday",FALSE
"906",2015-05-15,35,33617,"PIT",2,4,"D",4,"Jackson","Liz","Home",2015,5,"Friday",FALSE
"907",2015-05-16,36,38883,"PIT",2,3,"D",5,"Lester","Cole","Home",2015,5,"Saturday",FALSE
"908",2015-05-17,37,36289,"PIT",2,4,"D",6,"Burnett","Arrieta","Home",2015,5,"Sunday",FALSE
"909",2015-05-25,44,38463,"WSN",2,4.5,"D",-1,"Roark","Grimm","Home",2015,5,"Monday",FALSE
"910",2015-05-26,45,30440,"WSN",2,4.5,"N",-2,"Rondon","Grace","Home",2015,5,"Tuesday",FALSE
"911",2015-05-27,46,34215,"WSN",2,5.5,"N",1,"Scherzer","Lester","Home",2015,5,"Wednesday",FALSE
"912",2015-05-29,47,34273,"KCR",2,6.5,"D",-1,"Herrera","Strop","Home",2015,5,"Friday",FALSE
"913",2015-05-31,48,37766,"KCR",2,6,"D",-2,"Rosscup","Madson","Home",2015,5,"Sunday",FALSE
"914",2015-06-11,58,35031,"CIN",2,6,"N",1,"Wood","Lorenzen","Home",2015,6,"Thursday",FALSE
"915",2015-06-12,59,40016,"CIN",3,7,"D",2,"Hoover","Rondon","Home",2015,6,"Friday",FALSE
"916",2015-06-13,60,40693,"CIN",3,7,"N",-1,"Motte","Cingrani","Home",2015,6,"Saturday",FALSE
"917",2015-06-14,61,33201,"CIN",3,6.5,"N",1,"Schlitter","Badenhop","Home",2015,6,"Sunday",FALSE
"918",2015-06-16,62,35914,"CLE",3,8,"N",2,"Bauer","Arrieta","Home",2015,6,"Tuesday",FALSE
"919",2015-06-22,68,35147,"LAD",3,6.5,"N",2,"Wood","Kershaw","Home",2015,6,"Monday",FALSE
"920",2015-06-23,69,36799,"LAD",3,6.5,"N",3,"Motte","Peralta","Home",2015,6,"Tuesday",FALSE
"921",2015-06-24,70,36653,"LAD",3,7.5,"N",4,"Howell","Hendricks","Home",2015,6,"Wednesday",FALSE
"922",2015-06-25,71,41498,"LAD",3,8.5,"D",-1,"Frias","Lester","Home",2015,6,"Thursday",FALSE
"923",2015-07-03,78,41212,"MIA",3,8.5,"D",3,"Koehler","Hammel","Home",2015,7,"Friday",FALSE
"924",2015-07-04,79,37898,"MIA",3,8.5,"N",-1,"Richard","Cosart","Home",2015,7,"Saturday",FALSE
"925",2015-07-05,80,37764,"MIA",3,8.5,"D",1,"Hendricks","Latos","Home",2015,7,"Sunday",FALSE
"926",2015-07-06,81,37609,"STL",3,9.5,"N",2,"Lackey","Lester","Home",2015,7,"Monday",FALSE
"927",2015-07-07,82,34368,"STL",3,7.5,"D",-1,"Arrieta","Lyons","Home",2015,7,"Tuesday",FALSE
"928",2015-07-07,83,35703,"STL",3,7.5,"N",1,"Wood","Maness","Home",2015,7,"Tuesday",FALSE
"929",2015-07-08,84,37993,"STL",3,8.5,"N",2,"Socolovich","Strop","Home",2015,7,"Wednesday",FALSE
"930",2015-07-10,85,41580,"CHW",3,9,"D",-1,"Petricka","Rondon","Home",2015,7,"Friday",FALSE
"931",2015-07-11,86,41596,"CHW",3,9,"D",-2,"Sale","Lester","Home",2015,7,"Saturday",FALSE
"932",2015-07-12,87,41688,"CHW",3,8,"D",-3,"Arrieta","Quintana","Home",2015,7,"Sunday",FALSE
"933",2015-07-24,95,41230,"PHI",3,10.5,"D",1,"Giles","Russell","Home",2015,7,"Friday",FALSE
"934",2015-07-25,96,41683,"PHI",3,11.5,"D",-1,"Hamels","Arrieta","Home",2015,7,"Saturday",FALSE
"935",2015-07-26,97,41123,"PHI",3,11.5,"D",-2,"Nola","Hammel","Home",2015,7,"Sunday",FALSE
"936",2015-07-27,98,35070,"COL",3,11.5,"N",-3,"Soriano","Axford","Home",2015,7,"Monday",FALSE
"937",2015-07-28,99,36747,"COL",3,11.5,"N",1,"Flande","Beeler","Home",2015,7,"Tuesday",FALSE
"938",2015-07-29,100,38874,"COL",3,10.5,"D",-1,"Lester","Butler","Home",2015,7,"Wednesday",FALSE
"939",2015-08-06,107,41242,"SFG",3,9.5,"N",-1,"Grimm","Heston","Home",2015,8,"Thursday",FALSE
"940",2015-08-07,108,41311,"SFG",3,9.5,"D",1,"Lester","Vogelsong","Home",2015,8,"Friday",FALSE
"941",2015-08-08,109,41305,"SFG",3,9.5,"D",2,"Hendricks","Cain","Home",2015,8,"Saturday",FALSE
"942",2015-08-09,110,39939,"SFG",3,8.5,"D",3,"Arrieta","Peavy","Home",2015,8,"Sunday",FALSE
"943",2015-08-11,111,37109,"MIL",3,8.5,"N",4,"Haren","Jungmann","Home",2015,8,"Tuesday",FALSE
"944",2015-08-12,112,36438,"MIL",3,8.5,"N",5,"Hunter","Blazek","Home",2015,8,"Wednesday",FALSE
"945",2015-08-13,113,40799,"MIL",3,7.5,"D",6,"Lester","Cravy","Home",2015,8,"Thursday",FALSE
"946",2015-08-18,117,39684,"DET",3,8,"N",-1,"Alburquerque","Strop","Home",2015,8,"Tuesday",FALSE
"947",2015-08-19,118,40310,"DET",3,9,"N",-2,"Feliz","Lester","Home",2015,8,"Wednesday",FALSE
"948",2015-08-20,119,34633,"ATL",3,8.5,"N",-3,"Arrieta","Foltynewicz","Home",2015,8,"Thursday",FALSE
"949",2015-08-21,120,39211,"ATL",3,7.5,"D",1,"Motte","Miller","Home",2015,8,"Friday",FALSE
"950",2015-08-22,121,41196,"ATL",3,6.5,"D",2,"Strop","Jackson","Home",2015,8,"Saturday",FALSE
"951",2015-08-23,122,39581,"ATL",3,6.5,"D",3,"Hammel","Wisler","Home",2015,8,"Sunday",FALSE
"952",2015-08-24,123,36283,"CLE",3,6.5,"D",4,"Rondon","McAllister","Home",2015,8,"Monday",FALSE
"953",2015-08-31,130,34017,"CIN",3,10.5,"N",1,"Mattheus","Grimm","Home",2015,8,"Monday",FALSE
"954",2015-09-01,131,33756,"CIN",3,10.5,"N",-1,"Rodney","Badenhop","Home",2015,9,"Tuesday",FALSE
"955",2015-09-02,132,31165,"CIN",3,10.5,"D",1,"Hoover","Rondon","Home",2015,9,"Wednesday",FALSE
"956",2015-09-04,133,36132,"ARI",3,9.5,"D",-1,"Lester","Godley","Home",2015,9,"Friday",FALSE
"957",2015-09-06,135,41183,"ARI",3,8.5,"D",2,"Grimm","De La Rosa","Home",2015,9,"Sunday",FALSE
"958",2015-09-18,147,40846,"STL",3,6,"D",3,"Hunter","Maness","Home",2015,9,"Friday",FALSE
"959",2015-09-19,148,40994,"STL",3,5,"D",4,"Cahill","Wacha","Home",2015,9,"Saturday",FALSE
"960",2015-09-20,149,40962,"STL",3,6,"D",5,"Martinez","Lester","Home",2015,9,"Sunday",FALSE
"961",2015-09-21,150,34373,"MIL",3,6,"N",-1,"Hammel","Peralta","Home",2015,9,"Monday",FALSE
"962",2015-09-22,151,36270,"MIL",3,6,"N",1,"Arrieta","Cravy","Home",2015,9,"Tuesday",FALSE
"963",2015-09-23,152,37559,"MIL",3,7,"N",2,"Davies","Hendricks","Home",2015,9,"Wednesday",FALSE
"964",2015-09-25,153,40432,"PIT",3,7.5,"D",-1,"Cole","Lester","Home",2015,9,"Friday",FALSE
"965",2015-09-26,154,41150,"PIT",3,8.5,"D",-2,"Liriano","Hammel","Home",2015,9,"Saturday",FALSE
"966",2015-09-27,155,40617,"PIT",3,7.5,"N",-3,"Arrieta","Burnett","Home",2015,9,"Sunday",FALSE
"967",2015-09-28,156,40552,"KCR",3,7.5,"N",1,"Rodney","Almonte","Home",2015,9,"Monday",FALSE
"968",2016-04-11,7,40882,"CIN",1,-1,"N",2,"Warren","Cingrani","Home",2016,4,"Monday",FALSE
"969",2016-04-13,8,36496,"CIN",1,-2,"N",3,"Lackey","Simon","Home",2016,4,"Wednesday",FALSE
"970",2016-04-14,9,34898,"CIN",1,-3,"N",4,"Hammel","Iglesias","Home",2016,4,"Thursday",FALSE
"971",2016-04-15,10,34437,"COL",1,-2,"D",5,"Bettis","Hendricks","Home",2016,4,"Friday",FALSE
"972",2016-04-16,11,41702,"COL",1,-3,"D",-1,"Arrieta","Bergman","Home",2016,4,"Saturday",FALSE
"973",2016-04-17,12,41678,"COL",1,-2,"D",1,"Chatwood","Lester","Home",2016,4,"Sunday",FALSE
"974",2016-04-26,20,35861,"MIL",1,-3.5,"N",1,"Warren","Nelson","Home",2016,4,"Tuesday",FALSE
"975",2016-04-28,21,32734,"MIL",1,-3.5,"D",2,"Arrieta","Jungmann","Home",2016,4,"Thursday",FALSE
"976",2016-04-29,22,34007,"ATL",1,-3.5,"D",3,"Strop","Johnson","Home",2016,4,"Friday",FALSE
"977",2016-05-01,23,40164,"ATL",1,-3,"D",4,"Vizcaino","Rondon","Home",2016,5,"Sunday",FALSE
"978",2016-05-05,27,37564,"WSN",1,-6.5,"N",3,"Hendricks","Ross","Home",2016,5,"Thursday",FALSE
"979",2016-05-06,28,39206,"WSN",1,-6.5,"D",4,"Lackey","Scherzer","Home",2016,5,"Friday",FALSE
"980",2016-05-07,29,40471,"WSN",1,-7.5,"D",5,"Warren","Solis","Home",2016,5,"Saturday",FALSE
"981",2016-05-08,30,41233,"WSN",1,-7.5,"D",6,"Wood","Treinen","Home",2016,5,"Sunday",FALSE
"982",2016-05-10,31,34680,"SDP",1,-8.5,"N",7,"Lester","Vargas","Home",2016,5,"Tuesday",FALSE
"983",2016-05-11,32,34508,"SDP",1,-7,"D",8,"Villanueva","Strop","Home",2016,5,"Wednesday",FALSE
"984",2016-05-11,33,37828,"SDP",1,-7,"N",-1,"Pomeranz","Lackey","Home",2016,5,"Wednesday",FALSE
"985",2016-05-13,34,37479,"PIT",1,-8,"D",-2,"Hammel","Liriano","Home",2016,5,"Friday",FALSE
"986",2016-05-14,35,40953,"PIT",1,-9,"D",1,"Arrieta","Locke","Home",2016,5,"Saturday",FALSE
"987",2016-05-15,36,40814,"PIT",1,-8,"D",2,"Cole","Lester","Home",2016,5,"Sunday",FALSE
"988",2016-05-27,46,38941,"PHI",1,-4.5,"D",2,"Lester","Morgan","Home",2016,5,"Friday",FALSE
"989",2016-05-28,47,41555,"PHI",1,-5.5,"D",3,"Hendricks","Eickhoff","Home",2016,5,"Saturday",FALSE
"990",2016-05-29,48,41575,"PHI",1,-6.5,"D",4,"Lackey","Velasquez","Home",2016,5,"Sunday",FALSE
"991",2016-05-30,49,41470,"LAD",1,-6.5,"D",5,"Wood","Wood","Home",2016,5,"Monday",FALSE
"992",2016-05-31,50,34681,"LAD",1,-6.5,"N",6,"Blanton","Richard","Home",2016,5,"Tuesday",FALSE
"993",2016-06-01,51,36426,"LAD",1,-7.5,"N",-1,"Lester","Bolsinger","Home",2016,6,"Wednesday",FALSE
"994",2016-06-02,52,37422,"LAD",1,-8.5,"D",1,"Hendricks","Urias","Home",2016,6,"Thursday",FALSE
"995",2016-06-03,53,38813,"ARI",1,-9.5,"D",2,"Lackey","Bradley","Home",2016,6,"Friday",FALSE
"996",2016-06-04,54,40415,"ARI",1,-9.5,"D",3,"Hammel","Escobar","Home",2016,6,"Saturday",FALSE
"997",2016-06-05,55,41596,"ARI",1,-9.5,"D",4,"Corbin","Arrieta","Home",2016,6,"Sunday",FALSE
"998",2016-06-17,65,41547,"PIT",1,-10.5,"D",-1,"Arrieta","Liriano","Home",2016,6,"Friday",FALSE
"999",2016-06-18,66,41424,"PIT",1,-11.5,"N",1,"Lester","Niese","Home",2016,6,"Saturday",FALSE
"1000",2016-06-19,67,41024,"PIT",1,-12.5,"N",2,"Hendricks","Taillon","Home",2016,6,"Sunday",FALSE
"1001",2016-06-20,68,41166,"STL",1,-11.5,"N",3,"Garcia","Lackey","Home",2016,6,"Monday",FALSE
"1002",2016-06-21,69,41616,"STL",1,-10.5,"N",-1,"Wainwright","Hammel","Home",2016,6,"Tuesday",FALSE
"1003",2016-06-22,70,41058,"STL",1,-9.5,"D",-2,"Wacha","Arrieta","Home",2016,6,"Wednesday",FALSE
"1004",2016-07-04,82,41293,"CIN",1,-9,"D",-4,"Hendricks","Reed","Home",2016,7,"Monday",FALSE
"1005",2016-07-05,83,41310,"CIN",1,-9,"D",1,"Finnegan","Lackey","Home",2016,7,"Tuesday",FALSE
"1006",2016-07-06,84,41262,"CIN",1,-8.5,"D",-1,"DeSclafani","Cahill","Home",2016,7,"Wednesday",FALSE
"1007",2016-07-07,85,41480,"ATL",1,-8,"N",-2,"Alvarez","Patton","Home",2016,7,"Thursday",FALSE
"1008",2016-07-15,89,41482,"TEX",1,-8,"D",1,"Hendricks","Perez","Home",2016,7,"Friday",FALSE
"1009",2016-07-16,90,41346,"TEX",1,-8,"D",2,"Hammel","Darvish","Home",2016,7,"Saturday",FALSE
"1010",2016-07-17,91,41213,"TEX",1,-8,"D",3,"Hamels","Lackey","Home",2016,7,"Sunday",FALSE
"1011",2016-07-18,92,41353,"NYM",1,-8,"N",-1,"Lester","Matz","Home",2016,7,"Monday",FALSE
"1012",2016-07-19,93,41456,"NYM",1,-7.5,"N",1,"Robles","Rondon","Home",2016,7,"Tuesday",FALSE
"1013",2016-07-20,94,41210,"NYM",1,-7,"D",-1,"Hendricks","Colon","Home",2016,7,"Wednesday",FALSE
"1014",2016-07-27,100,41166,"CHW",1,-6.5,"N",-2,"Hammel","Ranaudo","Home",2016,7,"Wednesday",FALSE
"1015",2016-07-28,101,41157,"CHW",1,-6.5,"N",1,"Lackey","Sale","Home",2016,7,"Thursday",FALSE
"1016",2016-07-29,102,40951,"SEA",1,-6.5,"D",2,"Lester","Iwakuma","Home",2016,7,"Friday",FALSE
"1017",2016-07-30,103,41401,"SEA",1,-6.5,"D",3,"Miley","Arrieta","Home",2016,7,"Saturday",FALSE
"1018",2016-07-31,104,40952,"SEA",1,-7.5,"N",-1,"Rondon","Martin","Home",2016,7,"Sunday",FALSE
"1019",2016-08-01,105,40937,"MIA",1,-8,"N",1,"Hendricks","Conley","Home",2016,8,"Monday",FALSE
"1020",2016-08-02,106,40419,"MIA",1,-9,"N",2,"Hammel","Fernandez","Home",2016,8,"Tuesday",FALSE
"1021",2016-08-03,107,41147,"MIA",1,-9,"D",3,"Grimm","Ramos","Home",2016,8,"Wednesday",FALSE
"1022",2016-08-09,111,41227,"LAA",1,-12,"N",7,"Lackey","Weaver","Home",2016,8,"Tuesday",FALSE
"1023",2016-08-10,112,41015,"LAA",1,-12,"N",8,"Hammel","Nolasco","Home",2016,8,"Wednesday",FALSE
"1024",2016-08-11,113,40597,"STL",1,-13,"N",9,"Montgomery","Duke","Home",2016,8,"Thursday",FALSE
"1025",2016-08-12,114,40848,"STL",1,-14,"D",10,"Arrieta","Wainwright","Home",2016,8,"Friday",FALSE
"1026",2016-08-13,115,41278,"STL",1,-13,"D",11,"Reyes","Edwards","Home",2016,8,"Saturday",FALSE
"1027",2016-08-14,116,41019,"STL",1,-12,"N",-1,"Bowman","Rondon","Home",2016,8,"Sunday",FALSE
"1028",2016-08-16,117,41148,"MIL",1,-12.5,"D",-2,"Cahill","Garza","Home",2016,8,"Tuesday",FALSE
"1029",2016-08-16,118,39420,"MIL",1,-12.5,"N",1,"Hammel","Marinez","Home",2016,8,"Tuesday",FALSE
"1030",2016-08-17,119,40310,"MIL",1,-12.5,"N",2,"Lester","Nelson","Home",2016,8,"Wednesday",FALSE
"1031",2016-08-18,120,41407,"MIL",1,-13,"D",3,"Arrieta","Davies","Home",2016,8,"Thursday",FALSE
"1032",2016-08-29,130,38951,"PIT",1,-14,"N",-2,"Zastryzny","Locke","Home",2016,8,"Monday",FALSE
"1033",2016-08-30,131,38174,"PIT",1,-14,"N",1,"Hendricks","Kuhl","Home",2016,8,"Tuesday",FALSE
"1034",2016-08-31,132,38137,"PIT",1,-15,"N",2,"Hammel","Vogelsong","Home",2016,8,"Wednesday",FALSE
"1035",2016-09-01,133,38536,"SFG",1,-15.5,"N",3,"Smith","Strickland","Home",2016,9,"Thursday",FALSE
"1036",2016-09-02,134,40818,"SFG",1,-16.5,"D",4,"Lester","Suarez","Home",2016,9,"Friday",FALSE
"1037",2016-09-03,135,41250,"SFG",1,-16.5,"D",5,"Bumgarner","Arrieta","Home",2016,9,"Saturday",FALSE
"1038",2016-09-04,136,41293,"SFG",1,-16.5,"D",-1,"Cahill","Reynolds","Home",2016,9,"Sunday",FALSE
"1039",2016-09-15,146,41362,"MIL",1,-17,"N",1,"Nelson","Grimm","Home",2016,9,"Thursday",FALSE
"1040",2016-09-16,147,40823,"MIL",1,-18,"D",-1,"Chapman","Boyer","Home",2016,9,"Friday",FALSE
"1041",2016-09-17,148,40956,"MIL",1,-17,"D",1,"Davies","Arrieta","Home",2016,9,"Saturday",FALSE
"1042",2016-09-18,149,41286,"MIL",1,-16,"D",-1,"Peralta","Hendricks","Home",2016,9,"Sunday",FALSE
"1043",2016-09-19,150,39251,"CIN",1,-16,"N",-2,"Hammel","Wood","Home",2016,9,"Monday",FALSE
"1044",2016-09-20,151,40586,"CIN",1,-16,"N",1,"Lester","Smith","Home",2016,9,"Tuesday",FALSE
"1045",2016-09-21,152,40434,"CIN",1,-17,"N",2,"Lackey","Stephenson","Home",2016,9,"Wednesday",FALSE
"1046",2016-09-23,153,40791,"STL",1,-18,"D",3,"Arrieta","Leake","Home",2016,9,"Friday",FALSE
"1047",2016-09-24,154,40785,"STL",1,-17,"D",4,"Reyes","Hammel","Home",2016,9,"Saturday",FALSE
"1048",2016-09-25,155,40859,"STL",1,-18,"N",-1,"Lester","Martinez","Home",2016,9,"Sunday",FALSE
